ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	OutlierAOIs	Gene	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
	RNA21174	VDR	VDR				FALSE				VDR	60	20	7	1	34	11	0	1	9
	RNA21175	WAS	WAS				FALSE				WAS	59	20	6	0	39	9	0	0	14
	RNA21176	WT1	WT1				FALSE				WT1	52	11	6	2	18	9	1	1	5
	RNA21177	XDH	XDH				FALSE				XDH	42	13	10	1	23	9	0	2	17
	RNA21178	XPA	XPA				FALSE				XPA	70	22	8	4	26	9	0	7	9
	RNA21179	MID1	MID1				FALSE				MID1	54	23	3	0	19	2	0	1	3
	RNA21180	AIRE	AIRE				FALSE				AIRE	79	23	8	3	30	8	0	3	15
	RNA21181	APOB	APOB				FALSE				APOB	65	19	10	3	26	8	0	1	20
	RNA21182	BLMH	BLMH				FALSE				BLMH	79	20	8	4	30	16	3	2	11
	RNA21183	SLC25A20	SLC25A20				FALSE				SLC25A20	61	25	13	1	34	9	0	5	9
	RNA21184	CASR	CASR				FALSE				CASR	61	21	5	3	17	4	3	4	12
	RNA21185	CDKN1A	CDKN1A				FALSE				CDKN1A	74	13	12	0	47	12	2	9	4
	RNA21186	CHM	CHM				FALSE				CHM	55	14	6	3	27	9	0	7	3
	RNA21187	TPP1	TPP1				FALSE				TPP1	85	27	10	2	120	52	3	14	10
	RNA21188	ABCC2	ABCC2				FALSE				ABCC2	42	14	3	1	23	8	1	1	13
	RNA21189	COL5A2	COL5A2				FALSE				COL5A2	72	17	15	0	22	6	0	1	11
	RNA21190	CRYAA,CRYAA2	CRYAA,CRYAA2				FALSE				CRYAA,CRYAA2	58	19	3	2	19	2	0	2	7
	RNA21191	CSF2RB	CSF2RB				FALSE				CSF2RB	47	13	4	2	19	12	0	4	6
	RNA21192	CTSK	CTSK				FALSE				CTSK	65	21	7	1	27	8	2	1	10
	RNA21193	CYBB	CYBB				FALSE				CYBB	90	25	8	2	31	12	1	3	8
	RNA21194	CYB5R3	CYB5R3				FALSE				CYB5R3	125	36	11	3	102	38	6	18	16
	RNA21195	EGR2	EGR2				FALSE				EGR2	46	14	1	4	18	6	4	1	12
	RNA21196	ERCC2	ERCC2				FALSE				ERCC2	94	22	8	4	27	9	1	5	9
	RNA21197	G6PD	G6PD				FALSE				G6PD	82	29	6	0	43	11	2	2	11
	RNA21198	GLB1	GLB1				FALSE				GLB1	46	17	5	0	26	13	2	9	15
	RNA21199	GM2A	GM2A				FALSE				GM2A	99	19	8	4	49	23	3	7	11
	RNA21200	GNRHR	GNRHR				FALSE				GNRHR	44	15	11	4	25	7	2	3	4
	RNA21201	SEPT5-GP1BB,GP1BB	SEPT5-GP1BB,GP1BB				FALSE				SEPT5-GP1BB,GP1BB	106	41	12	2	32	6	2	1	10
	RNA21202	GUCA1A	GUCA1A				FALSE				GUCA1A	38	19	5	3	26	6	1	3	7
	RNA21203	HLCS	HLCS				FALSE				HLCS	67	20	11	3	36	8	0	6	10
	RNA21204	HRG	HRG				FALSE				HRG	46	20	6	0	27	7	4	1	9
	RNA21205	LOC108783654,HSD17B1	LOC108783654,HSD17B1				FALSE				LOC108783654,HSD17B1	47	20	10	5	26	6	2	1	13
	RNA21206	HSD17B4	HSD17B4				FALSE				HSD17B4	69	20	7	1	44	10	1	4	12
	RNA21207	IAPP	IAPP				FALSE				IAPP	48	15	5	1	18	6	1	3	8
	RNA21208	IFNGR1	IFNGR1				FALSE				IFNGR1	86	29	5	1	65	24	3	6	7
	RNA21209	IL2RA	IL2RA				FALSE				IL2RA	38	20	8	1	26	6	1	3	13
	RNA21210	IL4R	IL4R				FALSE				IL4R	42	15	4	1	27	8	1	3	8
	RNA21211	ITGA2B	ITGA2B				FALSE				ITGA2B	46	18	10	0	22	4	0	1	13
	RNA21212	KEL	KEL				FALSE				KEL	39	14	1	2	22	10	1	1	10
	RNA21213	KRT10	KRT10				FALSE				KRT10	60	18	3	2	17	5	2	1	13
	RNA21214	KRT17,KRT17P1	KRT17,KRT17P1				FALSE				KRT17,KRT17P1	38	13	5	3	22	9	2	2	11
	RNA21215	KRT2	KRT2				FALSE				KRT2	52	13	10	1	31	5	1	1	8
	RNA21216	KRT5	KRT5				FALSE				KRT5	69	25	10	4	25	3	0	3	11
	RNA21217	LAMA2	LAMA2				FALSE				LAMA2	38	14	4	2	30	6	0	5	5
	RNA21218	LOR	LOR				FALSE				LOR	54	21	8	1	28	7	2	1	6
	RNA21219	LTBP2	LTBP2				FALSE				LTBP2	41	21	6	1	29	10	1	6	9
	RNA21220	MAT1A	MAT1A				FALSE				MAT1A	45	13	2	0	22	5	1	0	5
	RNA21221	PAFAH1B1	PAFAH1B1				FALSE				PAFAH1B1	113	34	18	4	47	17	3	7	8
	RNA21222	MVK	MVK				FALSE				MVK	91	25	7	2	31	5	0	4	6
	RNA21223	MYL2	MYL2				FALSE				MYL2	40	10	6	4	16	8	1	1	9
	RNA21224	NCF2	NCF2				FALSE				NCF2	58	25	6	2	21	11	0	1	11
	RNA21225	NEU1	NEU1				FALSE				NEU1	79	23	6	3	29	5	0	4	7
	RNA21226	NOTCH3	NOTCH3				FALSE				NOTCH3	85	26	13	2	20	15	2	3	14
	RNA21227	OXCT1	OXCT1				FALSE				OXCT1	65	13	8	4	18	4	2	3	10
	RNA21228	PAFAH2	PAFAH2				FALSE				PAFAH2	51	12	4	3	29	9	2	4	10
	RNA21229	PCSK1	PCSK1				FALSE				PCSK1	89	23	4	0	25	5	0	0	12
	RNA21230	PDE6A	PDE6A				FALSE				PDE6A	44	12	6	2	25	7	1	2	6
	RNA21231	SLC26A4	SLC26A4				FALSE				SLC26A4	52	22	9	4	20	8	2	0	7
	RNA21232	PECAM1	PECAM1				FALSE				PECAM1	46	28	7	4	21	15	1	5	8
	RNA21233	PHEX	PHEX				FALSE				PHEX	85	24	7	2	33	11	0	7	10
	RNA21234	PLEC	PLEC				FALSE				PLEC	182	52	21	7	90	34	0	8	23
	RNA21235	PON1	PON1				FALSE				PON1	43	16	5	1	15	4	1	0	2
	RNA21236	PSEN2	PSEN2				FALSE				PSEN2	49	16	6	1	25	6	0	4	5
	RNA21237	RAG1	RAG1				FALSE				RAG1	59	10	7	3	24	3	0	0	9
	RNA21238	RFX5	RFX5				FALSE				RFX5	64	24	10	1	21	10	2	5	13
	RNA21239	SELE	SELE				FALSE				SELE	58	13	8	1	28	13	2	0	11
	RNA21240	SHOX	SHOX				FALSE				SHOX	32	12	8	0	24	2	0	2	6
	RNA21241	SLC10A2	SLC10A2				FALSE				SLC10A2	39	10	1	0	21	6	2	4	5
	RNA21242	SLC5A5	SLC5A5				FALSE				SLC5A5	69	19	9	4	19	6	0	2	11
	RNA21243	SOD1	SOD1				FALSE				SOD1	81	33	17	5	58	11	1	6	11
	RNA21244	STK11	STK11				FALSE				STK11	73	29	11	1	28	12	1	3	8
	RNA21245	HNF1B	HNF1B				FALSE				HNF1B	80	21	6	3	28	8	0	2	13
	RNA21246	TEK	TEK				FALSE				TEK	32	14	7	0	18	1	1	0	5
	RNA21247	THPO	THPO				FALSE				THPO	41	12	7	1	23	7	0	1	9
	RNA21248	THRB	THRB				FALSE				THRB	70	19	8	5	22	15	1	5	7
	RNA21249	UBE3A	UBE3A				FALSE				UBE3A	60	31	5	3	31	5	0	1	8
	RNA21250	BARD1	BARD1				FALSE				BARD1	66	21	4	1	31	10	1	1	6
	RNA21251	PEX1	PEX1				FALSE				PEX1	56	20	6	5	15	7	1	2	8
	RNA21252	TWIST1	TWIST1				FALSE				TWIST1	73	31	15	5	29	8	2	4	16
	RNA21253	NR0B1	NR0B1				FALSE				NR0B1	52	12	2	2	19	2	6	3	11
	RNA21254	AK1	AK1				FALSE				AK1	54	13	6	1	43	8	4	2	21
	RNA21255	ALB	ALB				FALSE				ALB	55	12	8	2	22	6	2	3	11
	RNA21256	ALPL	ALPL				FALSE				ALPL	55	19	6	1	37	7	2	3	5
	RNA21257	AMH	AMH				FALSE				AMH	107	30	19	4	26	8	2	3	9
	RNA21258	AMPD3	AMPD3				FALSE				AMPD3	61	14	6	0	44	9	2	3	8
	RNA21259	AMT	AMT				FALSE				AMT	69	26	9	0	35	11	2	3	9
	RNA21260	APOA4	APOA4				FALSE				APOA4	60	23	7	1	23	5	0	0	7
	RNA21261	APOC2,APOC4-APOC2	APOC2,APOC4-APOC2				FALSE				APOC2,APOC4-APOC2	72	21	5	3	25	10	0	2	5
	RNA21262	APP	APP				FALSE				APP	276	97	32	5	247	92	3	30	13
	RNA21263	APRT	APRT				FALSE				APRT	82	23	5	2	42	14	2	8	14
	RNA21264	AQP2	AQP2				FALSE				AQP2	57	19	4	2	29	6	2	0	3
	RNA21265	ARSA	ARSA				FALSE				ARSA	54	23	10	1	35	6	2	2	13
	RNA21266	SERPINC1	SERPINC1				FALSE				SERPINC1	41	11	4	3	17	1	1	2	5
	RNA21267	ATRX	ATRX				FALSE				ATRX	301	95	33	8	58	21	3	15	24
	RNA21268	AVP	AVP				FALSE				AVP	59	12	11	1	15	4	2	2	5
	RNA21269	C1QB	C1QB				FALSE				C1QB	201	83	17	8	247	97	16	17	18
	RNA21270	CFTR	CFTR				FALSE				CFTR	45	19	5	4	28	8	2	3	7
	RNA21271	COL10A1	COL10A1				FALSE				COL10A1	43	11	7	1	21	7	1	3	9
	RNA21272	COL17A1	COL17A1				FALSE				COL17A1	61	18	7	1	15	6	3	3	17
	RNA21273	COL4A5	COL4A5				FALSE				COL4A5	58	12	6	1	66	26	2	1	13
	RNA21274	CRYBB2	CRYBB2				FALSE				CRYBB2	58	20	8	1	23	7	1	5	7
	RNA21275	CYP11B1	CYP11B1				FALSE				CYP11B1	59	17	6	3	26	5	0	4	5
	RNA21276	CYP11B2	CYP11B2				FALSE				CYP11B2	66	13	4	1	29	6	2	3	10
	RNA21277	CYP1A1	CYP1A1				FALSE				CYP1A1	53	17	6	2	11	5	1	0	6
	RNA21278	CYP21A2,CYP21A1P	CYP21A2,CYP21A1P				FALSE				CYP21A2,CYP21A1P	62	15	6	1	25	4	0	2	7
	RNA21279	EPX	EPX				FALSE				EPX	43	25	11	0	15	6	0	4	8
	RNA21280	F10	F10				FALSE				F10	47	15	5	1	18	6	2	5	5
	RNA21281	F12	F12				FALSE				F12	56	23	8	4	28	12	0	5	7
	RNA21282	F2	F2				FALSE				F2	38	11	3	2	15	10	0	2	3
	RNA21283	FBP1	FBP1				FALSE				FBP1	51	7	3	0	25	3	0	7	13
	RNA21284	FGG	FGG				FALSE				FGG	38	13	10	2	19	9	2	6	4
	RNA21285	FSHB	FSHB				FALSE				FSHB	35	18	2	0	14	2	0	2	7
	RNA21286	FUT2	FUT2				FALSE				FUT2	64	14	5	2	23	6	1	2	11
	RNA21287	GALNS	GALNS				FALSE				GALNS	59	14	6	3	26	6	3	3	12
	RNA21288	OPN1MW2,OPN1LW,OPN1MW,OPN1MW3	OPN1MW2,OPN1LW,OPN1MW,OPN1MW3				FALSE				OPN1MW2,OPN1LW,OPN1MW,OPN1MW3	195	75	30	13	99	23	2	13	22
	RNA21289	GDNF	GDNF				FALSE				GDNF	36	22	8	2	21	6	3	1	6
	RNA21290	GH1,GH2	GH1,GH2				FALSE				GH1,GH2	68	27	7	3	10	7	3	1	5
	RNA21291	HBA2,HBA1	HBA2,HBA1				FALSE				HBA2,HBA1	46	17	8	1	19	9	1	3	8
	RNA21292	HBB	HBB				FALSE				HBB	54	15	9	1	35	6	1	3	4
	RNA21293	HBD	HBD				FALSE				HBD	51	15	4	2	21	6	0	3	3
	RNA21294	HEXA	HEXA				FALSE				HEXA	89	32	14	5	55	16	4	7	12
	RNA21295	HEXB	HEXB				FALSE				HEXB	64	20	8	3	44	11	3	5	6
	RNA21296	HOXA13	HOXA13				FALSE				HOXA13	63	17	11	1	31	5	0	0	6
	RNA21297	HOXD13	HOXD13				FALSE				HOXD13	74	21	6	1	22	8	0	0	7
	RNA21298	HTR1A	HTR1A				FALSE				HTR1A	54	13	4	1	18	4	0	4	6
	RNA21299	KCNJ11	KCNJ11				FALSE				KCNJ11	66	14	8	4	34	15	0	2	10
	RNA21300	KRT14	KRT14				FALSE				KRT14	28	11	1	0	19	5	0	2	9
	RNA21301	LDLR	LDLR				FALSE				LDLR	57	22	7	3	19	3	0	4	15
	RNA21302	MC2R	MC2R				FALSE				MC2R	49	16	4	3	12	5	0	3	4
	RNA21303	MPZ	MPZ				FALSE				MPZ	51	15	4	1	25	10	1	2	11
	RNA21304	OTC	OTC				FALSE				OTC	40	8	3	2	15	5	0	2	4
	RNA21305	PCCB	PCCB				FALSE				PCCB	69	17	14	3	44	5	1	5	7
	RNA21306	PLP1	PLP1				FALSE				PLP1	47	16	7	4	1175	485	66	21	6
	RNA21307	PMS1	PMS1				FALSE				PMS1	73	28	6	1	28	8	0	5	9
	RNA21308	RAG2	RAG2				FALSE				RAG2	72	30	5	2	28	4	0	0	6
	RNA21309	REN	REN				FALSE				REN	72	11	6	1	23	5	2	3	4
	RNA21310	RFXAP	RFXAP				FALSE				RFXAP	62	20	1	3	20	12	0	3	3
	RNA21311	RHO	RHO				FALSE				RHO	50	15	5	1	30	6	0	3	5
	RNA21312	RYR1	RYR1				FALSE				RYR1	48	15	9	0	24	7	1	1	7
	RNA21313	SAG	SAG				FALSE				SAG	52	13	10	1	27	8	0	2	11
	RNA21314	SFTPB	SFTPB				FALSE				SFTPB	47	11	7	1	16	7	1	1	13
	RNA21315	SMPD1	SMPD1				FALSE				SMPD1	68	23	10	0	44	10	0	1	4
	RNA21316	TAP2	TAP2				FALSE				TAP2	56	15	4	2	28	7	2	2	3
	RNA21317	C12orf43,HNF1A	C12orf43,HNF1A				FALSE				C12orf43,HNF1A	56	17	7	3	18	8	1	6	14
	RNA21318	TP53	TP53				FALSE				TP53	84	29	9	2	21	5	0	4	11
	RNA21319	TSC2	TSC2				FALSE				TSC2	65	23	10	1	42	13	4	4	11
	RNA21320	TSHB	TSHB				FALSE				TSHB	46	13	6	2	15	5	0	2	11
	RNA21321	TYRP1	TYRP1				FALSE				TYRP1	67	17	10	4	14	7	2	0	12
	RNA21322	VHL	VHL				FALSE				VHL	106	25	11	2	44	8	1	5	9
	RNA21323	VWF	VWF				FALSE				VWF	80	20	10	1	33	11	2	5	14
	RNA21324	WRN	WRN				FALSE				WRN	48	26	7	1	23	8	1	3	14
	RNA21325	CRX	CRX				FALSE				CRX	122	41	10	4	45	14	0	2	20
	RNA21326	DCX	DCX				FALSE				DCX	107	39	15	7	33	10	0	3	14
	RNA21327	GDF5	GDF5				FALSE				GDF5	53	13	3	1	30	5	1	2	6
	RNA21328	GSTM1	GSTM1				FALSE				GSTM1	119	36	17	2	34	13	0	7	14
	RNA21329	C8A	C8A				FALSE				C8A	55	17	14	1	24	4	1	2	12
	RNA21330	IL5RA	IL5RA				FALSE				IL5RA	52	16	6	1	19	6	0	3	14
	RNA21331	IL6R	IL6R				FALSE				IL6R	54	21	5	1	35	9	2	6	4
	RNA21332	FCGR1A,FCGR1CP,FCGR1B	FCGR1A,FCGR1CP,FCGR1B				FALSE				FCGR1A,FCGR1CP,FCGR1B	121	38	10	5	62	19	5	2	7
	RNA21333	CRP	CRP				FALSE				CRP	65	16	2	2	25	6	0	1	2
	RNA21334	FCGR3A,FCGR3B	FCGR3A,FCGR3B				FALSE				FCGR3A,FCGR3B	113	39	11	3	48	20	0	9	8
	RNA21335	IL10	IL10				FALSE				IL10	50	10	3	0	14	4	0	4	8
	RNA21336	CR1	CR1				FALSE				CR1	60	21	10	0	30	9	3	3	14
	RNA21337	CD55	CD55				FALSE				CD55	64	14	6	1	38	8	1	4	11
	RNA21338	IL1A	IL1A				FALSE				IL1A	37	9	7	4	19	4	3	2	5
	RNA21339	IL1B	IL1B				FALSE				IL1B	44	8	8	2	23	5	1	1	10
	RNA21340	IL1RN	IL1RN				FALSE				IL1RN	41	14	8	1	22	4	0	0	9
	RNA21341	SLC11A1	SLC11A1				FALSE				SLC11A1	66	11	6	1	47	22	0	11	10
	RNA21342	CCR5	CCR5				FALSE				CCR5	54	22	4	1	28	5	0	7	7
	RNA21343	GPX1	GPX1				FALSE				GPX1	205	72	28	6	124	51	3	16	18
	RNA21344	SPP1	SPP1				FALSE				SPP1	153	35	14	3	2320	642	85	214	6
	RNA21345	GC	GC				FALSE				GC	58	20	5	0	15	4	1	1	7
	RNA21346	CXCL8	CXCL8				FALSE				CXCL8	61	16	7	3	21	14	0	3	13
	RNA21347	IL2	IL2				FALSE				IL2	59	13	7	3	21	5	1	2	8
	RNA21348	C7	C7				FALSE				C7	65	21	6	4	27	7	1	1	9
	RNA21349	IL3	IL3				FALSE				IL3	45	12	4	1	20	7	3	4	9
	RNA21350	LOC105379176,IL4	LOC105379176,IL4				FALSE				LOC105379176,IL4	59	18	4	2	21	3	1	3	11
	RNA21351	IL9	IL9				FALSE				IL9	28	17	3	1	22	3	0	0	14
	RNA21352	CD14	CD14				FALSE				CD14	64	18	15	3	196	56	4	14	11
	RNA21353	TAP1	TAP1				FALSE				TAP1	60	20	10	3	36	11	4	5	10
	RNA21354	TNF	TNF				FALSE				TNF	50	14	7	1	19	5	0	2	11
	RNA21355	LTA	LTA				FALSE				LTA	43	14	7	3	24	7	1	2	3
	RNA21356	IGFBP1	IGFBP1				FALSE				IGFBP1	83	23	6	3	24	7	2	5	13
	RNA21357	IGFBP2	IGFBP2				FALSE				IGFBP2	119	35	16	4	42	16	2	10	10
	RNA21358	IGFBP3	IGFBP3				FALSE				IGFBP3	91	37	11	3	24	10	2	17	13
	RNA21359	IGFBP5	IGFBP5				FALSE				IGFBP5	144	46	17	6	146	19	4	5	18
	RNA21360	IL6	IL6				FALSE				IL6	38	16	3	3	15	3	0	2	11
	RNA21361	HGF	HGF				FALSE				HGF	60	17	2	0	37	10	0	2	8
	RNA21363	NOS3	NOS3				FALSE				NOS3	52	15	4	1	21	10	1	2	13
	RNA21364	IFNA2	IFNA2				FALSE				IFNA2	40	8	3	0	26	7	1	1	7
	RNA21365	C8G	C8G				FALSE				C8G	54	19	4	4	28	9	2	3	6
	RNA21366	ORM1	ORM1				FALSE				ORM1	49	17	7	2	32	3	0	3	10
	RNA21367	ORM2	ORM2				FALSE				ORM2	110	40	12	11	41	10	0	2	6
	RNA21368	CD59	CD59				FALSE				CD59	112	38	12	1	91	43	5	8	22
	RNA21369	INS-IGF2,IGF2	INS-IGF2,IGF2				FALSE				INS-IGF2,IGF2	40	18	5	1	14	4	0	2	27
	RNA21370	HPX	HPX				FALSE				HPX	60	18	8	1	27	10	1	0	11
	RNA21371	CNTF	CNTF				FALSE				CNTF	69	20	8	2	19	6	0	7	11
	RNA21372	NCAM1	NCAM1				FALSE				NCAM1	134	47	15	7	110	28	6	9	5
	RNA21373	CD4	CD4				FALSE				CD4	89	20	4	1	70	12	4	2	19
	RNA21374	SLC11A2	SLC11A2				FALSE				SLC11A2	104	30	13	1	78	24	4	5	6
	RNA21375	IGF1	IGF1				FALSE				IGF1	65	22	7	5	27	8	1	2	7
	RNA21376	IFNG	IFNG				FALSE				IFNG	34	6	7	4	20	8	0	3	8
	RNA21377	NOS1	NOS1				FALSE				NOS1	52	9	6	3	11	6	0	2	10
	RNA21378	HTR2A	HTR2A				FALSE				HTR2A	5955	2348	1150	417	1322	408	41	115	58
	RNA21379	BDKRB2	BDKRB2				FALSE				BDKRB2	87	28	17	6	23	10	3	7	8
	RNA21380	SERPINA5	SERPINA5				FALSE				SERPINA5	79	14	3	8	27	4	2	7	10
	RNA21381	NOS2	NOS2				FALSE				NOS2	69	18	4	1	31	11	2	2	11
	RNA21382	LTBP1	LTBP1				FALSE				LTBP1	50	23	11	1	33	10	0	3	14
	RNA21383	IL10RB	IL10RB				FALSE				IL10RB	51	17	6	1	30	11	2	3	14
	RNA21384	IFNAR1	IFNAR1				FALSE				IFNAR1	110	26	12	1	32	14	0	1	4
	RNA21385	NCF4	NCF4				FALSE				NCF4	49	19	7	1	30	7	1	3	24
	RNA21386	ITGAM	ITGAM				FALSE				ITGAM	48	8	6	1	26	3	2	3	8
	RNA21387	CXCR1	CXCR1				FALSE				CXCR1	61	14	12	6	29	11	0	0	12
	RNA21388	RFX2	RFX2				FALSE				RFX2	123	35	16	5	41	12	1	3	11
	RNA21389	SOD2	SOD2				FALSE				SOD2	232	79	24	2	206	75	4	34	34
	RNA21390	GSR	GSR				FALSE				GSR	50	24	4	3	22	8	0	4	14
	RNA21391	VTN	VTN				FALSE				VTN	34	10	4	0	15	7	0	2	11
	RNA21392	FASLG	FASLG				FALSE				FASLG	72	22	6	5	31	9	1	4	8
	RNA21393	IL13RA2	IL13RA2				FALSE				IL13RA2	62	11	6	3	20	11	1	0	7
	RNA21394	IL11	IL11				FALSE				IL11	63	25	6	1	34	3	1	4	8
	RNA21395	BCL2	BCL2				FALSE				BCL2	77	21	7	3	40	7	1	2	11
	RNA21396	TGFB1	TGFB1				FALSE				TGFB1	84	33	10	3	21	19	2	8	8
	RNA21397	RPL9	RPL9				FALSE				RPL9	460	164	54	8	181	47	5	31	36
	RNA21398	NAT1	NAT1				FALSE				NAT1	34	6	2	1	26	4	3	0	9
	RNA21399	ABAT	ABAT				FALSE				ABAT	51	19	8	2	26	20	3	3	9
	RNA21400	ACHE	ACHE				FALSE				ACHE	71	26	9	2	30	3	2	5	14
	RNA21401	ACY1,ABHD14A-ACY1	ACY1,ABHD14A-ACY1				FALSE				ACY1,ABHD14A-ACY1	71	20	8	1	24	3	2	0	9
	RNA21402	ADH1B,ADH1C,ADH1A	ADH1B,ADH1C,ADH1A				FALSE				ADH1B,ADH1C,ADH1A	58	18	8	4	22	13	1	0	5
	RNA21403	ADH4	ADH4				FALSE				ADH4	47	20	7	1	17	7	0	0	9
	RNA21404	ADH5	ADH5				FALSE				ADH5	136	41	15	4	46	12	1	4	12
	RNA21405	ADH6	ADH6				FALSE				ADH6	45	14	12	2	23	5	1	2	8
	RNA21406	ADH7	ADH7				FALSE				ADH7	49	15	5	6	22	5	2	2	10
	RNA21407	SPECC1L-ADORA2A,ADORA2A	SPECC1L-ADORA2A,ADORA2A				FALSE				SPECC1L-ADORA2A,ADORA2A	58	11	5	2	17	2	1	4	5
	RNA21408	ADORA2B	ADORA2B				FALSE				ADORA2B	73	17	5	3	29	12	0	1	9
	RNA21409	ADORA3	ADORA3				FALSE				ADORA3	50	19	6	1	41	9	1	2	8
	RNA21410	ADRA1D	ADRA1D				FALSE				ADRA1D	75	25	9	2	39	9	0	1	18
	RNA21411	ADRA1B	ADRA1B				FALSE				ADRA1B	49	15	7	1	26	7	0	2	12
	RNA21412	ADRA1A	ADRA1A				FALSE				ADRA1A	42	16	11	3	23	10	2	2	7
	RNA21413	ADRA2A	ADRA2A				FALSE				ADRA2A	51	13	5	3	33	6	1	4	11
	RNA21414	ADRA2B	ADRA2B				FALSE				ADRA2B	36	15	9	0	25	8	2	1	4
	RNA21415	ADRA2C	ADRA2C				FALSE				ADRA2C	47	17	3	1	22	7	2	4	8
	RNA21416	ADRB1	ADRB1				FALSE				ADRB1	37	17	7	2	14	6	2	0	8
	RNA21417	AGTR1	AGTR1				FALSE				AGTR1	44	16	5	1	21	7	0	3	10
	RNA21418	AGTR2	AGTR2				FALSE				AGTR2	47	8	6	1	29	8	1	2	7
	RNA21419	ALAS1	ALAS1				FALSE				ALAS1	58	16	9	1	23	12	0	3	6
	RNA21420	ALDH1A1	ALDH1A1				FALSE				ALDH1A1	45	17	1	1	24	10	3	4	9
	RNA21421	ALDH2	ALDH2				FALSE				ALDH2	57	20	10	0	57	10	0	1	15
	RNA21422	ALDH3A1	ALDH3A1				FALSE				ALDH3A1	52	9	4	2	20	5	0	5	7
	RNA21423	ALDH1B1	ALDH1B1				FALSE				ALDH1B1	56	21	12	0	25	9	2	4	9
	RNA21424	LOC101927751,ALDH1A3	LOC101927751,ALDH1A3				FALSE				LOC101927751,ALDH1A3	45	13	5	3	22	4	0	1	9
	RNA21425	ALDH3B2	ALDH3B2				FALSE				ALDH3B2	73	17	5	2	26	8	1	3	10
	RNA21426	ALDH9A1	ALDH9A1				FALSE				ALDH9A1	54	35	15	4	35	17	0	4	10
	RNA21427	ALOX12	ALOX12				FALSE				ALOX12	55	15	6	1	31	6	0	2	11
	RNA21428	ALOX5	ALOX5				FALSE				ALOX5	53	25	4	0	33	10	3	0	7
	RNA21429	ANXA1	ANXA1				FALSE				ANXA1	94	28	17	8	53	24	4	14	14
	RNA21430	ATP1A1	ATP1A1				FALSE				ATP1A1	93	26	8	3	76	25	2	15	15
	RNA21431	ATP1A2	ATP1A2				FALSE				ATP1A2	85	30	10	3	55	17	1	3	7
	RNA21432	ATP4A	ATP4A				FALSE				ATP4A	68	17	12	3	29	9	1	0	16
	RNA21433	ATP4B	ATP4B				FALSE				ATP4B	35	14	1	2	9	1	0	2	5
	RNA21434	AVPR1A	AVPR1A				FALSE				AVPR1A	40	13	6	0	23	3	2	2	9
	RNA21435	AVPR1B	AVPR1B				FALSE				AVPR1B	44	16	15	2	15	6	1	2	10
	RNA21436	BCKDHA	BCKDHA				FALSE				BCKDHA	85	21	5	7	27	10	0	3	5
	RNA21437	BDKRB1	BDKRB1				FALSE				BDKRB1	43	18	3	4	23	6	2	2	6
	RNA21438	BLVRA	BLVRA				FALSE				BLVRA	69	28	7	4	27	11	0	6	10
	RNA21439	BLVRB	BLVRB				FALSE				BLVRB	44	14	3	1	20	6	1	2	18
	RNA21440	TSPO	TSPO				FALSE				TSPO	56	17	11	5	28	7	1	4	4
	RNA21441	C4BPA	C4BPA				FALSE				C4BPA	44	9	2	2	16	7	1	1	9
	RNA21442	C4BPB	C4BPB				FALSE				C4BPB	51	19	4	2	27	5	1	1	6
	RNA21444	CACNA1B	CACNA1B				FALSE				CACNA1B	42	16	3	1	19	5	2	4	18
	RNA21445	CACNA1D	CACNA1D				FALSE				CACNA1D	54	20	7	5	24	3	1	3	6
	RNA21447	CACNA2D1	CACNA2D1				FALSE				CACNA2D1	41	10	4	0	24	8	3	3	4
	RNA21448	CACNB2	CACNB2				FALSE				CACNB2	36	11	2	0	24	3	0	1	12
	RNA21449	CACNB3	CACNB3				FALSE				CACNB3	54	22	8	1	13	3	0	1	7
	RNA21450	CACNB4	CACNB4				FALSE				CACNB4	46	22	9	5	20	10	1	1	9
	RNA21451	CACNG1	CACNG1				FALSE				CACNG1	58	18	4	0	18	7	0	1	4
	RNA21452	CALCB	CALCB				FALSE				CALCB	47	14	1	1	30	7	0	3	8
	RNA21453	CCKAR	CCKAR				FALSE				CCKAR	45	17	6	1	27	10	0	3	5
	RNA21454	CD3D	CD3D				FALSE				CD3D	55	13	4	3	27	9	1	4	9
	RNA21455	CD3E	CD3E				FALSE				CD3E	39	10	9	1	22	3	0	0	8
	RNA21458	CHRM3	CHRM3				FALSE				CHRM3	133	40	20	3	65	13	4	5	24
	RNA21459	CHRM4	CHRM4				FALSE				CHRM4	42	14	5	3	8	4	0	4	6
	RNA21460	CHRNA2	CHRNA2				FALSE				CHRNA2	54	23	6	2	18	10	1	2	3
	RNA21461	CHRNA3	CHRNA3				FALSE				CHRNA3	56	12	9	1	20	5	1	1	6
	RNA21462	CHRNA4	CHRNA4				FALSE				CHRNA4	52	15	9	3	19	4	0	3	16
	RNA21463	CHRNA5	CHRNA5				FALSE				CHRNA5	54	16	6	3	16	7	0	0	9
	RNA21464	CHRNB1	CHRNB1				FALSE				CHRNB1	67	22	8	1	23	5	0	1	10
